word1,word2,pivot,label,RelatedTo_att1,RelatedTo_att2,IsA_att1,IsA_att2,UsedFor_att1,UsedFor_att2,HasContext_att1,HasContext_att2,PartOf_att1,PartOf_att2,CapableOf_att1,CapableOf_att2
seagull,falcon,flies,0,1,1,1,1,1,1,0,0,1,1,0,1
butterfly,crocodile,colourful,1,1,1,1,1,1,1,0,1,1,1,0,1
camel,crocodile,beige,1,1,1,1,1,1,1,0,0,0,1,1,0
shed,wagon,dried,0,1,1,1,0,1,1,0,1,0,0,0,1
broom,willow,humps,0,0,1,0,1,1,1,1,1,1,0,1,1
cat,mouse,playing,0,1,1,1,1,1,1,0,0,0,0,1,1
harp,flute,pushing,0,1,1,1,1,1,1,0,0,0,0,1,1
cherry,cranberry,blades,0,1,1,1,1,1,1,1,0,0,0,1,1
saucer,bowl,china,1,1,1,1,1,1,1,0,0,0,0,0,1
balloon,rope,skirts,0,0,1,1,1,1,1,0,0,0,1,0,0
shoes,gown,laces,1,1,1,1,1,1,1,0,0,1,1,0,1
piano,banjo,ivory,1,1,1,1,1,1,1,0,1,0,0,1,1
pipe,hose,hollow,1,1,1,1,1,1,1,0,0,0,1,0,0
peach,cherry,pit,0,1,1,1,1,1,1,0,1,0,1,0,1
butterfly,crocodile,antennae,1,1,1,1,1,0,1,0,0,0,0,1,0
brush,tray,bristles,1,1,0,1,1,1,1,0,1,1,0,1,1
cod,asparagus,fins,1,1,1,1,1,0,1,0,0,0,0,0,1
belt,tie,extermination,0,1,0,1,1,1,1,1,1,0,1,1,1
gown,trousers,claws,0,1,1,1,1,1,1,0,0,0,0,1,0
tangerine,carrot,sections,1,1,1,1,1,1,0,1,0,0,1,1,0
blackbird,owl,bubbles,0,0,1,1,1,1,1,0,0,0,0,1,1
tongs,fork,sharpened,0,0,1,1,1,1,1,1,1,0,0,0,1
beetle,ant,catching,0,1,1,1,1,1,1,0,1,0,0,0,1
strawberry,grapefruit,carrots,0,1,1,1,1,1,1,0,0,0,0,0,1
bayonet,shotgun,records,0,1,1,1,1,0,0,1,1,0,0,1,0
screwdriver,chisel,heads,1,1,1,1,1,1,1,1,0,0,0,1,1
asparagus,carrot,plaid,0,1,1,0,1,0,1,1,1,0,1,1,1
mixer,stereo,blades,1,1,1,1,1,1,1,1,0,1,1,1,1
bed,curtains,buttons,0,1,1,1,1,1,1,0,0,0,1,0,1
pineapple,pear,digging,0,1,1,1,1,1,1,0,1,0,1,1,1
cloak,dress,flushing,0,1,1,0,1,0,1,0,0,0,0,1,1
parakeet,starling,colourful,1,1,1,1,1,1,1,0,1,0,0,0,1
saxophone,violin,reeds,1,1,1,0,1,1,0,0,0,0,0,0,0
cat,bear,paws,0,1,1,1,1,1,0,0,1,1,0,0,0
plum,banana,rabbits,0,1,1,1,1,0,1,1,0,0,1,1,0
freezer,oven,electrical,1,1,0,0,1,1,1,1,0,0,0,0,1
caterpillar,snail,colourful,1,1,1,1,0,1,0,0,1,1,0,1,1
sweater,jeans,sleeves,1,1,1,1,1,1,1,0,0,0,1,0,0
trousers,gown,cheese,0,1,1,1,1,1,1,0,0,0,1,1,1
jeep,buggy,criminals,0,0,1,1,1,1,1,0,0,0,0,1,0
corn,carrot,cobs,1,1,1,1,1,1,0,1,0,1,0,1,0
chicken,dish,foundation,0,1,1,1,1,1,1,0,0,0,0,1,1
beaver,raccoon,pit,0,1,1,0,0,1,1,1,0,1,0,1,1
ball,knife,frog,0,1,1,0,1,0,1,1,0,0,1,0,0
lobster,octopus,twisted,0,1,1,1,1,1,1,0,0,1,0,1,1
crowbar,tongs,spoon,0,1,1,1,1,1,1,0,0,0,0,0,0
duck,garlic,waddles,1,1,1,1,1,1,1,1,0,1,1,1,1
coat,dress,materials,1,1,1,1,1,1,1,1,1,0,1,1,0
chicken,mushroom,bars,0,1,1,1,1,1,1,0,1,1,0,0,1
vulture,starling,bald,1,1,1,0,1,1,1,0,1,1,1,0,1
dandelion,spinach,pollution,0,1,1,1,1,1,1,0,0,0,1,1,0
pigeon,dove,flies,0,1,1,1,1,1,1,1,1,0,0,0,0
coyote,raccoon,eating,0,1,1,1,1,1,1,1,0,1,0,1,1
pencil,brush,graphite,1,1,1,0,1,1,1,0,1,1,0,1,0
rabbit,bear,carrots,1,1,1,1,1,1,1,0,1,1,1,1,0
blouse,shirt,smelling,0,1,1,1,1,1,1,1,0,0,1,0,1
seagull,hornet,spits,0,1,1,0,1,1,1,0,0,1,1,1,0
subway,bus,crowded,0,1,1,1,1,1,1,1,0,1,1,1,1
closet,fridge,sandwiches,0,1,1,1,1,1,1,0,0,0,1,1,1
yam,potato,chest,0,1,1,1,1,0,1,0,1,1,1,0,1
trousers,socks,cuffs,1,0,1,1,0,0,1,0,1,0,0,0,0
corn,beans,cobs,1,1,1,1,1,1,1,1,1,1,1,1,1
pelican,eagle,flies,0,1,1,1,1,1,0,0,1,1,0,1,1
fawn,sweater,brakes,0,1,1,1,1,1,1,0,1,0,0,1,1
comb,knife,stem,0,1,1,1,1,1,1,0,0,0,1,1,1
mat,gloves,advertising,0,1,1,1,1,1,1,0,0,1,1,1,1
leopard,squirrel,animals,0,1,1,1,1,1,1,0,0,1,0,1,0
crab,cod,claws,1,1,1,1,1,1,1,0,0,0,0,1,0
pine,cedar,emergencies,0,1,1,1,1,1,1,0,0,1,0,0,1
sandals,gown,soles,1,1,0,1,1,1,1,0,1,1,0,1,1
clam,squid,seats,0,1,1,1,1,0,1,1,0,0,1,1,1
robe,blouse,welcoming,0,1,1,1,1,1,0,0,0,1,1,1,0
chicken,asparagus,caves,0,1,1,1,1,1,1,1,0,0,0,1,1
starling,pigeon,flies,0,1,1,1,1,0,1,1,1,0,0,1,0
mushroom,cucumber,stem,1,1,1,1,1,1,1,0,1,0,0,0,1
rooster,budgie,oceans,0,1,1,1,0,1,1,0,1,1,1,0,1
cranberry,raisin,timid,0,1,1,1,1,0,0,1,0,0,1,1,1
elephant,zebra,tusks,1,0,1,1,1,0,1,0,0,0,0,0,0
buggy,cart,seats,1,1,1,1,1,1,0,0,0,1,0,1,1
caterpillar,worm,collecting,0,1,1,1,1,1,0,0,1,0,0,1,0
pants,jeans,loops,1,0,1,0,1,1,1,0,1,0,0,0,1
chipmunk,moth,paddles,0,1,1,1,1,1,1,0,0,0,1,0,0
napkin,pillow,square,1,1,0,1,1,1,0,0,0,0,1,0,1
gown,sweater,silk,1,1,1,1,1,0,1,1,1,0,0,1,1
subway,trolley,electrical,1,1,1,1,1,1,1,1,1,0,0,0,1
rocket,bomb,flies,1,1,1,1,1,1,1,0,1,0,0,1,1
crab,avocado,lines,0,1,1,0,1,1,0,1,1,0,0,1,0
toad,beetle,lawns,0,1,1,1,1,1,1,1,0,0,0,1,1
gun,pistol,shepherds,0,1,1,0,0,1,1,0,1,0,1,1,1
falcon,stork,talons,1,1,0,1,1,1,1,0,1,0,0,1,0
necklace,bracelet,gold,0,1,1,1,1,1,1,0,0,1,1,0,1
pumpkin,avocado,rind,0,1,1,1,1,1,1,0,1,0,1,0,1
clarinet,guitar,evenness,0,1,1,1,1,1,1,0,0,0,1,0,1
cherry,carrot,allergies,0,1,1,0,1,1,1,0,1,0,0,1,1
jeans,skirt,zipper,1,1,1,1,1,1,1,0,0,1,1,1,1
pepper,avocado,pieces,1,1,1,1,1,1,1,0,0,0,0,0,1
bowl,cup,curved,1,1,1,1,1,1,1,0,0,1,0,0,1
tank,gun,guns,1,1,1,1,1,1,1,1,0,1,0,0,1
pants,shoes,pockets,1,1,1,1,1,1,1,1,1,1,1,1,1
paintbrush,crayon,spring,0,1,1,1,0,1,1,1,1,0,0,1,1
mandarin,lemon,seeds,0,1,1,1,1,1,1,1,0,0,1,0,1
gloves,shoes,thumb,1,1,1,1,1,1,1,0,1,0,0,1,0
yam,tomato,recognition,0,1,1,1,1,1,1,0,0,0,0,1,0
basement,cupboard,stairways,1,1,1,1,1,1,0,0,1,0,0,0,1
garlic,peas,plate,0,1,1,1,1,0,1,0,1,1,0,1,1
sardine,crab,residences,0,1,1,1,1,1,1,1,0,1,0,1,1
microwave,toaster,slender,0,1,1,1,1,1,1,0,0,1,0,1,1
leopard,lion,letters,0,1,1,1,1,0,1,1,0,1,1,1,1
cap,sweater,fires,0,1,1,0,1,1,1,1,0,1,1,1,0
shovel,spade,chair,0,1,0,1,1,1,1,1,0,0,0,0,1
radio,magazine,dials,1,1,1,1,1,1,1,0,1,0,0,1,0
sword,dagger,liquids,0,1,1,1,1,1,1,0,0,1,0,0,1
raccoon,frog,mask,1,1,1,1,1,0,1,0,1,0,0,1,1
swan,partridge,hoofs,0,1,1,1,1,1,0,0,0,1,0,1,1
plum,avocado,purple,1,1,1,1,0,1,1,1,1,0,1,1,0
cat,sheep,paws,1,1,1,1,1,0,1,0,0,1,0,0,0
corn,potato,setting,0,1,1,1,1,1,1,0,0,0,0,0,1
crayon,paintbrush,wax,1,1,1,1,1,1,1,0,0,0,1,1,1
ring,wheel,gold,1,1,1,1,1,1,1,0,0,0,0,1,0
wall,stone,batteries,0,1,0,0,1,1,1,1,1,0,0,1,0
sack,jacket,burlap,1,1,1,1,1,1,0,1,0,0,1,0,1
owl,sparrow,mice,1,1,1,1,1,0,1,0,1,0,1,0,0
saucer,balloon,frog,0,1,1,1,1,1,1,0,0,1,1,1,0
guitar,accordion,carbohydrates,0,1,1,1,1,1,0,0,1,1,0,1,1
jeans,socks,rips,1,1,1,1,1,0,1,0,1,1,0,0,0
eagle,falcon,claws,1,1,1,1,0,1,1,1,1,0,0,0,1
harmonica,trumpet,recognition,0,1,1,1,1,0,1,1,1,0,0,0,0
lettuce,radish,acoustic,0,1,1,1,1,1,0,0,0,0,0,1,0
squid,shrimp,hangings,0,0,1,0,1,1,0,0,0,0,0,1,1
harmonica,clarinet,freezer,0,1,1,1,1,1,1,0,1,0,1,0,1
corn,peas,stalks,1,1,1,0,1,1,1,0,0,0,1,1,1
axe,crossbow,valves,0,0,1,1,1,1,0,1,0,0,0,1,1
nectarine,plum,sheer,0,1,1,1,1,1,1,0,1,0,1,0,1
bra,vest,cups,1,1,1,0,1,1,1,0,0,1,0,1,0
gloves,apron,faucet,0,1,1,1,1,1,1,1,1,0,0,0,1
kite,vulture,string,1,1,1,1,1,1,1,0,0,0,0,0,1
crocodile,iguana,bacon,0,1,1,1,1,0,1,0,0,0,0,1,0
bagpipe,tuba,bag,1,1,1,1,1,1,1,0,0,0,0,0,1
ostrich,goose,stirring,0,1,1,1,1,1,1,0,1,1,1,1,1
bolts,wheel,sizes,1,1,1,1,1,0,1,0,0,0,1,0,1
shield,cloak,screeches,0,1,1,1,1,0,0,0,0,0,0,1,0
carrot,broccoli,vacations,0,1,1,1,1,1,1,0,0,1,0,1,1
machete,spear,chopping,0,1,1,1,1,1,0,1,0,0,0,0,1
violin,accordion,roll,0,1,1,1,1,0,1,1,0,1,1,0,0
camel,moose,humps,1,1,0,1,1,1,1,0,1,0,0,1,0
screwdriver,spatula,heads,1,1,1,1,0,1,0,0,0,1,0,0,0
mittens,gloves,funerals,0,1,1,1,1,1,0,0,0,0,1,1,1
slippers,gloves,flying,0,1,1,1,0,1,1,1,0,0,0,1,1
closet,fridge,shelves,0,1,1,1,1,1,1,0,0,0,1,1,1
dagger,spade,companies,0,1,1,1,1,1,1,0,1,1,0,0,1
asparagus,cucumber,coat,0,0,1,1,1,1,1,0,0,0,0,0,1
turtle,rabbit,numbers,0,1,1,1,1,1,1,0,1,0,1,1,1
corn,onions,stalks,1,1,1,0,1,1,1,0,0,0,0,1,1
celery,peas,films,0,1,1,1,1,1,1,0,0,1,1,1,1
crab,chicken,claws,1,1,1,1,1,1,1,0,0,1,1,0,1
wrench,hammer,sizes,1,1,1,0,1,1,1,0,0,1,0,1,0
ball,knife,symbol,0,1,1,1,1,1,1,0,1,0,0,0,1
tiger,giraffe,claws,1,1,0,1,1,1,1,0,0,0,0,0,1
armour,shell,lifeguards,0,1,1,0,1,1,1,0,0,0,0,1,1
drapes,shawl,pillow,0,1,1,1,0,1,1,0,0,0,1,0,0
camel,calf,tying,0,1,1,1,1,1,1,1,0,0,0,1,0
lamp,stove,heels,0,1,1,1,1,1,1,1,1,0,1,1,1
raspberry,pineapple,tracks,0,1,1,1,1,0,1,1,0,0,0,0,1
table,desk,hay,0,1,1,1,1,1,1,0,1,0,0,0,1
knife,sword,baths,0,1,1,1,1,1,1,0,0,0,1,0,1
spider,butterfly,webs,1,1,1,1,1,1,1,1,1,1,0,1,0
sardine,tomato,rabbit,0,1,1,1,1,1,0,1,0,1,1,1,0
bra,vest,shoulder,0,0,1,1,1,1,0,1,0,0,0,1,0
bedroom,apartment,closet,1,1,1,1,1,1,1,0,0,1,0,0,1
walrus,otter,grand,0,1,1,1,1,0,0,0,1,0,0,1,0
salmon,tomato,fins,1,1,1,1,1,1,1,1,0,0,0,0,1
camisole,pants,oval,0,1,1,0,1,1,1,0,1,0,1,1,1
cougar,leopard,out,0,1,1,1,1,1,1,1,0,0,1,1,1
parakeet,owl,reeds,0,1,1,1,1,1,1,1,0,1,0,1,1
otter,deer,gardens,0,1,1,1,1,1,0,0,0,0,0,1,1
freezer,sink,shows,0,1,1,1,1,1,1,1,0,0,0,1,1
screwdriver,paintbrush,heads,1,1,1,1,1,1,1,1,0,0,0,1,1
cantaloupe,beets,working,0,1,1,0,0,1,1,1,0,0,0,1,1
cannon,rifle,summer,0,0,1,1,1,1,1,0,1,0,0,0,1
shovel,knife,humps,0,1,1,1,1,1,0,1,0,0,0,1,1
cat,goat,faces,0,1,1,1,1,1,1,1,0,1,0,1,0
bike,jeep,weddings,0,1,1,1,1,1,1,0,0,0,0,0,0
spinach,potato,mountains,0,1,1,1,1,1,1,0,0,0,0,0,1
cupboard,freezer,bands,0,1,1,1,1,0,1,1,1,0,1,1,1
tomahawk,missile,stockings,0,1,1,1,1,1,1,0,0,1,0,0,0
peas,rice,shepherds,0,1,1,1,1,1,1,0,0,0,0,0,1
drill,rope,engraved,0,1,1,1,0,1,1,0,1,0,0,0,1
orange,lemon,bands,0,1,1,1,1,0,1,0,0,0,0,1,1
tie,cup,silk,1,1,1,1,1,1,1,1,0,0,1,0,1
sword,spear,ground,0,1,0,1,1,1,1,0,0,0,0,1,1
grape,grapefruit,fuzz,0,0,1,1,1,1,0,0,0,1,0,0,1
swimsuit,skirt,lethal,0,1,1,1,1,1,1,1,0,1,1,1,1
chimp,tortoise,bananas,1,1,1,0,1,1,0,1,0,0,0,1,1
axe,scissors,hill,0,1,1,1,1,1,1,0,0,0,0,1,1
slippers,robe,garbage,0,1,1,1,1,1,1,0,0,0,0,1,0
gorilla,zebra,repelling,0,1,0,1,1,1,1,1,0,1,1,0,1
hammer,ball,objects,0,1,1,1,1,1,1,1,0,1,0,1,1
bowl,dish,rescuing,0,1,1,1,1,1,1,1,0,1,0,1,1
giraffe,zebra,sign,0,1,1,1,1,1,0,0,1,1,1,0,1
flute,violin,holes,1,1,1,1,0,0,1,0,0,0,0,0,1
avocado,peas,blades,0,1,0,0,1,0,1,0,0,0,0,1,0
prune,tomato,dried,1,1,1,1,0,0,1,0,0,0,0,1,0
whistle,trumpet,symbol,0,1,1,1,1,1,1,0,1,0,1,1,1
carrot,cheese,conductor,0,1,0,1,1,1,1,1,0,0,0,0,1
sailboat,boat,sizes,1,1,0,1,1,1,1,1,0,0,0,1,1
dress,skirt,things,0,1,1,0,1,1,0,0,0,0,1,1,0
bench,oak,ground,0,1,1,1,0,1,1,1,0,1,0,1,1
cushion,skirt,hooks,0,1,0,1,0,1,0,0,0,0,1,1,1
strawberry,plum,grapes,0,1,1,1,1,1,0,0,0,0,0,0,1
banana,grapefruit,houses,0,1,1,0,1,1,0,0,0,1,1,1,1
parakeet,pigeon,dust,0,1,1,1,1,1,1,1,1,0,1,0,1
mink,skunk,typing,0,1,1,1,1,0,0,1,1,0,0,0,1
cat,goat,claws,1,1,1,1,1,1,0,1,1,0,0,1,0
hook,clamp,pulling,0,1,1,1,1,1,1,1,0,1,1,0,0
boat,car,useful,0,1,1,1,1,1,1,0,0,1,0,1,1
cantaloupe,celery,boats,0,1,1,0,1,1,1,0,0,0,0,0,1
rooster,crow,protection,0,1,1,1,1,1,1,0,0,1,0,0,1
hyena,buffalo,flavours,0,0,1,1,0,1,1,1,1,1,0,1,0
helmet,socks,purple,0,1,1,1,1,0,1,0,1,0,0,1,0
lemon,chicken,cursor,0,1,1,1,1,1,1,0,0,0,1,1,1
cucumber,avocado,seeds,0,1,1,1,0,1,1,0,0,1,1,1,0
stove,fridge,ponds,0,1,1,1,0,1,1,1,1,0,1,0,0
trout,perch,fins,0,1,1,1,1,1,0,1,1,1,0,1,1
caribou,hyena,chair,0,1,1,1,1,1,0,0,0,1,1,1,0
hatchet,sword,ink,0,1,1,1,1,1,0,0,0,1,0,1,1
bow,hook,sizes,1,1,1,1,1,1,1,1,1,0,0,1,1
prune,nectarine,dried,1,1,1,1,0,0,1,0,0,0,0,1,0
turtle,clam,slowly,1,1,1,1,1,1,1,0,0,0,1,1,0
pheasant,ostrich,flies,1,1,1,1,0,1,1,1,1,1,1,0,0
lime,coconut,coos,0,1,1,0,1,1,1,1,1,1,0,0,1
onions,beans,layers,1,1,1,1,1,1,1,1,1,1,1,1,1
owl,frog,lifeguards,0,1,1,0,1,1,1,0,0,0,0,1,1
walnut,pepper,speeds,0,1,1,1,1,1,1,0,0,0,0,1,0
wrench,hammer,birthdays,0,1,1,1,1,1,1,0,0,0,0,1,0
raspberry,plum,seeds,1,1,0,1,1,1,1,1,0,0,1,1,1
guitar,harmonica,hills,0,1,0,1,1,0,1,1,0,1,0,1,1
bow,tie,sings,0,1,1,1,1,0,1,1,0,0,0,1,0
cage,door,cups,0,1,1,1,1,1,1,0,1,0,1,0,0
blueberry,avocado,pockets,0,1,1,1,1,1,0,0,1,0,0,1,0
dandelion,carrot,buffalo,0,1,1,1,1,1,1,0,0,0,0,0,1
drain,sink,birthdays,0,1,1,0,1,0,1,1,1,1,0,0,1
sledgehammer,machete,noises,0,1,1,1,1,1,0,1,0,0,0,1,0
crow,buzzard,fibre,0,1,1,1,1,1,1,1,0,0,0,1,0
mittens,vest,restraining,0,1,1,1,0,1,1,0,0,0,0,0,1
flute,tuba,thin,1,1,1,1,1,0,1,0,1,1,1,0,0
turnip,avocado,casual,0,1,1,1,0,1,1,0,0,0,0,0,0
mat,cushion,mashing,0,1,1,1,1,1,1,0,1,0,0,0,1
kite,falcon,colourful,1,1,1,1,1,1,1,0,0,0,1,1,0
trolley,tractor,airplanes,0,1,1,1,0,1,0,0,0,0,0,1,1
owl,pigeon,swinging,0,1,1,0,0,1,1,0,1,1,1,1,1
falcon,buzzard,flies,0,1,1,1,1,0,1,0,0,0,1,1,1
cabin,airplane,fireplaces,1,1,1,1,1,0,1,0,0,0,0,0,0
candle,cigar,sizes,1,1,1,1,1,1,1,0,0,0,0,1,1
wall,cupboard,drywall,1,1,1,1,1,0,1,0,1,1,0,0,1
mat,tray,pairs,0,1,1,1,1,0,1,0,0,0,0,1,0
bear,moose,claws,1,0,1,1,1,0,1,1,0,0,1,0,0
keyboard,violin,electrical,1,1,1,1,1,1,0,0,0,0,1,1,0
shovel,dagger,shepherds,0,1,1,1,0,1,1,0,1,1,0,1,1
jar,tomato,motor,0,1,1,1,1,1,1,1,0,0,0,1,1
cage,bolts,training,0,1,1,1,1,0,1,0,0,0,0,1,1
fridge,cupboard,electrical,1,1,1,1,1,1,0,0,0,0,0,1,0
pan,potato,coating,1,1,1,1,1,1,0,0,0,0,0,1,1
cherry,tomato,frozen,0,0,1,1,1,1,1,0,0,0,0,1,0
rhubarb,cucumber,honey,0,1,1,1,1,1,1,0,1,0,1,1,1
razor,rope,electrical,1,1,1,1,1,1,1,0,1,1,1,1,1
panther,cat,sleek,1,1,1,1,1,0,1,0,0,0,0,0,1
clock,keyboard,seams,0,1,1,1,1,1,0,0,1,0,0,1,0
kite,vulture,cities,0,1,1,1,1,1,1,1,0,1,0,1,1
alligator,squirrel,seats,0,1,1,1,1,1,1,0,1,0,0,0,0
bungalow,barn,preserves,0,1,1,1,1,1,1,0,0,0,1,1,0
barn,house,stalls,1,1,1,1,1,1,1,0,0,1,1,0,1
ostrich,leopard,babies,0,1,1,1,1,1,1,0,0,0,1,1,1
hawk,woodpecker,minerals,0,1,1,1,1,1,1,0,1,0,0,0,1
broccoli,peas,frame,0,0,1,1,1,0,1,0,1,0,0,1,0
tiger,eagle,scaly,0,1,1,1,1,1,1,1,0,0,1,1,1
shoes,pants,heels,1,1,1,1,0,1,1,0,0,0,0,1,0
robe,curtains,materials,1,1,1,1,1,1,1,1,0,1,0,0,1
napkin,scarf,weddings,0,1,1,1,1,1,1,0,0,1,0,1,0
broom,spade,straw,1,1,1,0,1,1,1,1,1,0,0,1,1
eagle,hawk,claws,0,1,1,1,1,1,1,1,1,1,1,1,1
rocket,parsley,flies,1,1,1,1,1,1,1,0,0,0,1,1,1
cloak,skirt,spanish,0,1,1,1,1,1,1,0,0,1,1,1,1
gun,knife,dial,0,1,1,0,1,1,1,0,0,0,0,1,0
ladle,shovel,porcelain,0,1,0,1,1,1,1,0,0,0,0,1,1
raccoon,cougar,garbage,1,1,1,1,1,1,1,0,1,0,0,1,0
tiger,whale,claws,1,1,1,1,1,1,1,1,0,0,1,0,1
blender,fridge,spots,0,1,1,1,0,1,0,0,1,0,0,0,1
wrench,clamp,pants,0,1,1,1,1,1,1,0,0,0,0,1,0
dishwasher,toilet,buttons,1,0,1,1,1,1,0,0,1,0,1,1,1
clam,mushroom,pearls,1,1,1,1,1,1,0,1,1,1,0,0,0
biscuit,coconut,pushing,0,1,1,0,1,1,1,0,1,0,0,1,1
asparagus,pepper,scales,0,1,1,0,1,1,1,0,0,0,0,1,1
walrus,elk,pollution,0,1,1,1,1,1,1,0,0,0,0,1,1
frog,deer,cakes,0,1,1,1,1,0,1,0,0,1,0,1,1
cabin,hut,stripe,0,1,1,1,1,0,1,0,0,0,0,1,0
turtle,pigeon,slowly,1,1,1,1,1,1,1,0,0,0,0,1,1
tangerine,peach,laps,0,1,1,1,1,1,1,0,0,0,0,0,0
bathtub,cupboard,durable,0,1,1,1,1,1,1,0,0,0,1,1,1
buggy,tricycle,evergreen,0,1,1,1,1,0,0,0,0,0,0,0,1
buzzard,falcon,flies,0,1,1,1,1,1,0,0,0,1,0,1,1
shoes,socks,suede,1,1,1,1,0,1,1,1,1,1,0,1,0
bayonet,pistol,mercury,0,1,1,1,1,1,1,0,1,1,0,1,1
clamp,screws,jumping,0,1,1,1,1,1,0,1,0,1,0,1,1
mole,mink,lions,0,1,1,1,1,1,1,1,0,1,1,1,1
piano,drum,ivory,1,1,1,1,0,0,1,0,1,0,1,1,0
zucchini,broccoli,seeds,1,1,1,1,1,1,1,1,0,0,0,1,0
robe,skirt,cloth,1,1,1,1,0,1,0,0,1,0,0,1,0
bag,jacket,sizes,1,1,0,0,1,1,0,1,1,0,1,1,1
gun,bullet,straps,0,1,1,1,1,0,1,1,0,0,0,1,1
crocodile,tortoise,chases,0,1,1,1,1,1,0,0,1,0,1,0,1
spider,worm,offspring,0,1,1,1,1,1,1,1,0,0,0,1,1
rice,parsley,bolts,0,1,1,1,1,1,1,1,1,0,0,0,0
toad,beetle,warts,1,1,1,0,1,1,1,0,0,0,0,0,1
bayonet,screws,hunts,0,1,1,1,1,1,1,0,0,0,0,0,1
jeep,sled,electronic,0,1,1,1,1,1,1,1,0,0,1,1,0
boat,canoe,cake,0,0,1,1,0,1,1,0,1,0,0,1,1
elephant,gorilla,peanuts,1,1,1,1,1,1,0,0,0,1,0,0,0
dish,cheese,spacious,0,0,1,1,1,0,1,1,0,0,0,1,1
dishwasher,freezer,climates,0,0,1,1,1,1,1,0,1,0,0,1,0
pin,barrel,buttons,0,1,1,1,1,1,1,1,1,1,1,1,0
machete,revolver,liquids,0,1,1,1,1,1,1,0,1,0,0,0,0
tray,bag,rectangular,1,1,1,1,1,1,1,0,0,1,0,1,0
pheasant,asparagus,chopping,0,1,1,1,0,1,0,0,0,1,0,1,1
onions,garlic,on,0,1,1,1,1,1,0,0,0,0,0,0,0
pin,hook,entering,0,1,1,1,1,1,1,0,0,0,0,1,1
chisel,spade,hotel,0,0,1,0,1,1,1,1,1,0,0,1,1
napkin,blouse,luxurious,0,1,1,1,1,0,1,0,0,1,0,1,1
swimsuit,bra,spandex,1,1,1,1,1,1,0,0,1,0,0,1,1
spade,brush,math,0,1,1,1,1,1,0,0,1,1,1,1,1
vest,jacket,sings,0,1,1,1,1,1,1,0,0,1,0,1,1
coyote,moose,modern,0,0,1,1,1,1,1,1,0,0,1,1,1
sled,wheelbarrow,patterns,0,1,1,1,1,1,0,1,0,1,1,1,0
cabbage,pepper,sauce,0,1,1,1,1,1,0,1,1,0,0,1,1
plate,dish,bench,0,1,0,1,1,0,0,0,0,0,0,1,1
broccoli,carrot,plate,0,1,1,0,0,0,1,0,1,1,0,1,0
boots,skirt,rubber,1,1,1,1,0,1,1,0,0,0,0,1,1
gun,rifle,twisting,0,0,1,1,1,1,1,1,1,0,1,1,1
camel,gorilla,rocking,0,1,1,1,1,1,1,0,1,1,1,1,1
plug,tap,wires,1,1,1,1,1,1,1,0,0,0,1,0,0
clarinet,cello,wolf,0,1,1,1,1,1,1,0,1,0,0,1,1
panther,leopard,sleek,1,1,1,1,1,1,1,0,1,1,0,0,0
pine,lime,pad,0,1,1,1,1,0,1,1,1,0,1,1,0
knife,shovel,noise,0,1,1,1,1,1,1,1,0,0,0,1,0
ship,yacht,decks,1,1,1,1,1,1,1,1,0,1,1,0,0
typewriter,keyboard,electronic,1,1,1,1,1,0,1,0,1,1,1,1,1
slingshot,catapult,quiet,0,1,1,1,1,1,1,0,0,1,0,1,1
dress,curtains,blind,0,1,1,1,1,1,0,0,0,0,1,0,1
trumpet,piano,balcony,0,1,1,1,1,0,1,0,1,0,0,1,0
lettuce,beets,tea,0,1,1,1,1,1,1,1,0,0,1,1,1
cauliflower,rhubarb,forks,0,1,1,1,1,1,0,1,1,1,1,1,1
mackerel,trout,fins,0,1,1,1,1,1,0,0,0,1,0,0,0
skirt,vest,pleats,1,1,1,1,1,1,1,1,0,0,0,1,1
eagle,kite,pin,0,1,1,1,1,1,1,0,0,1,0,1,1
clam,turtle,pearls,1,1,1,1,1,1,1,0,0,0,0,0,1
fridge,dishwasher,electronic,0,1,1,1,1,1,1,0,1,0,0,0,0
alligator,whale,scales,1,0,1,1,1,1,1,0,0,0,0,0,0
butterfly,wasp,frozen,0,1,1,1,1,0,1,1,0,0,1,0,1
cabbage,spinach,plush,0,1,1,1,1,1,1,0,0,0,0,1,1
missile,grenade,warheads,1,1,1,1,0,1,1,0,0,0,0,0,1
beaver,cougar,lost,0,1,1,1,1,1,1,1,1,0,1,1,0
beaver,moose,portable,0,1,1,1,0,1,1,0,1,1,0,0,0
mackerel,salmon,t-shirt,0,1,1,1,1,1,1,0,1,1,1,1,1
onions,celery,layers,1,0,1,1,1,1,1,1,0,1,0,1,1
snail,rattlesnake,antennae,1,1,0,1,1,1,1,0,1,0,0,1,1
pencil,scissors,dracula,0,1,1,0,1,0,1,0,0,1,1,0,0
brush,knife,hibernates,0,1,1,1,1,0,1,1,0,0,0,1,1
walrus,lion,scooping,0,1,1,1,1,1,1,0,0,0,1,1,0
axe,shield,killed,0,1,1,1,1,1,1,0,0,0,1,0,1
socks,gloves,buttons,0,1,0,1,1,1,1,1,1,1,0,1,0
microwave,freezer,shaped,1,1,0,1,1,1,0,1,0,1,0,0,1
jeans,boots,rips,1,1,1,1,1,1,1,0,0,0,1,1,1
sack,bag,materials,1,1,1,1,1,0,1,0,0,0,1,1,1
